trip_id,pickup_location,drop_location,pickup_time,distance_km,fare,driver_id
TRIP-554398,Hinjewadi,Kothrud,2025-07-31T01:59:35.582376,7.31,128.85,DR-7629
TRIP-588776,Baner,Viman Nagar,2025-07-31T10:00:35.598718,4.96,102.07,DR-9524
TRIP-658511,Koregaon Park,Wakad,2025-07-30T22:34:35.614588,5.0,106.14,DR-5528
TRIP-788354,Baner,Hinjewadi,2025-07-31T16:14:35.632393,4.79,96.58,DR-5602
TRIP-341572,Baner,Wakad,2025-07-31T10:16:35.653720,5.67,98.41,DR-2698
TRIP-248025,Swargate,Hinjewadi,2025-07-31T12:03:35.665875,7.5,145.68,DR-3038
TRIP-990398,Swargate,Kothrud,2025-07-31T11:52:35.688523,8.77,137.01,DR-3286
TRIP-120033,Baner,Swargate,2025-07-31T09:15:35.700974,7.44,146.27,DR-7581
TRIP-521121,Shivajinagar,Koregaon Park,2025-07-30T21:20:35.714194,9.49,170.38,DR-7280
TRIP-443908,Kothrud,Viman Nagar,2025-07-31T04:08:35.727979,7.53,133.29,DR-9016
TRIP-482505,Viman Nagar,Baner,2025-07-31T01:52:35.750609,13.72,227.4,DR-5791
TRIP-775861,Shivajinagar,Kothrud,2025-07-30T22:52:35.763844,12.03,209.74,DR-9649
TRIP-389180,Shivajinagar,Viman Nagar,2025-07-31T14:10:35.776536,5.48,91.68,DR-2895
TRIP-221929,Shivajinagar,Hinjewadi,2025-07-31T11:18:35.790758,4.61,103.44,DR-2166
TRIP-721919,Shivajinagar,Swargate,2025-07-31T10:16:35.814611,10.23,164.33,DR-8924
TRIP-225290,Shivajinagar,Hinjewadi,2025-07-31T14:08:35.826753,11.46,168.71,DR-1069
TRIP-525879,Kothrud,Hinjewadi,2025-07-31T01:56:35.838958,13.1,223.94,DR-5703
TRIP-708891,Shivajinagar,Viman Nagar,2025-07-31T19:57:35.853124,4.41,93.43,DR-2148
TRIP-849187,Hinjewadi,Koregaon Park,2025-07-31T06:32:35.866759,11.8,201.53,DR-1587
TRIP-946120,Hinjewadi,Swargate,2025-07-31T17:27:35.882468,13.21,202.4,DR-3488
TRIP-159310,Hinjewadi,Viman Nagar,2025-07-31T07:42:35.894558,9.08,160.95,DR-3647
TRIP-660160,Viman Nagar,Shivajinagar,2025-07-31T17:41:35.910127,13.74,208.53,DR-5248
TRIP-964185,Kothrud,Hinjewadi,2025-07-31T16:12:35.926189,8.4,134.43,DR-2275
TRIP-903919,Shivajinagar,Wakad,2025-07-31T13:17:35.949962,7.59,142.32,DR-8322
TRIP-318601,Baner,Hinjewadi,2025-07-31T06:47:35.970851,8.44,145.67,DR-7129
TRIP-517322,Swargate,Kothrud,2025-07-31T15:04:35.984996,8.36,137.66,DR-5459
TRIP-903612,Baner,Swargate,2025-07-31T06:25:36.005499,10.35,157.7,DR-4238
TRIP-941263,Hinjewadi,Baner,2025-07-31T05:07:36.020428,9.12,130.73,DR-8819
TRIP-361976,Wakad,Shivajinagar,2025-07-31T02:38:36.033215,6.0,96.44,DR-7225
TRIP-963533,Baner,Hinjewadi,2025-07-31T02:26:36.047060,14.66,236.41,DR-4806
TRIP-837293,Viman Nagar,Kothrud,2025-07-30T22:33:36.060935,7.77,145.73,DR-1460
TRIP-396395,Wakad,Kothrud,2025-07-31T08:04:36.075150,7.43,135.94,DR-4543
TRIP-160184,Baner,Wakad,2025-07-31T04:46:36.095711,12.73,182.15,DR-8708
TRIP-743452,Viman Nagar,Swargate,2025-07-31T05:31:36.111264,7.73,115.45,DR-2487
TRIP-253837,Swargate,Hinjewadi,2025-07-31T14:14:36.123386,12.89,171.71,DR-5700
TRIP-169716,Shivajinagar,Wakad,2025-07-31T03:47:36.137501,4.47,90.41,DR-7149
TRIP-413344,Swargate,Shivajinagar,2025-07-31T18:31:36.160113,13.08,189.65,DR-7186
TRIP-800784,Baner,Hinjewadi,2025-07-31T10:25:36.173714,8.61,145.4,DR-7233
TRIP-433928,Hinjewadi,Koregaon Park,2025-07-31T06:39:36.185852,3.69,83.77,DR-7146
TRIP-744402,Wakad,Viman Nagar,2025-07-30T20:42:36.200015,12.68,174.34,DR-3294
TRIP-122651,Kothrud,Hinjewadi,2025-07-31T07:41:36.220685,11.52,168.36,DR-4477
TRIP-758304,Swargate,Hinjewadi,2025-07-31T03:27:36.236124,5.36,93.68,DR-3226
TRIP-696103,Hinjewadi,Koregaon Park,2025-07-31T06:13:36.248367,7.18,127.76,DR-2814
TRIP-512686,Shivajinagar,Baner,2025-07-31T17:06:36.269107,14.93,219.65,DR-5990
TRIP-878408,Viman Nagar,Kothrud,2025-07-31T17:26:36.284355,10.78,150.77,DR-6917
TRIP-549366,Swargate,Kothrud,2025-07-31T13:14:36.296814,9.89,154.65,DR-1855
TRIP-448631,Wakad,Hinjewadi,2025-07-31T13:14:36.310750,9.22,164.7,DR-2069
TRIP-478752,Kothrud,Koregaon Park,2025-07-31T18:10:36.331531,7.84,139.2,DR-8744
TRIP-871179,Koregaon Park,Hinjewadi,2025-07-31T18:28:36.346732,6.66,126.31,DR-5028
TRIP-835766,Wakad,Baner,2025-07-31T01:46:36.359340,9.78,149.18,DR-2491
TRIP-530875,Shivajinagar,Viman Nagar,2025-07-30T23:25:36.373454,4.86,97.73,DR-1517
TRIP-519066,Baner,Hinjewadi,2025-07-30T21:33:36.394059,12.86,226.76,DR-5344
TRIP-157305,Koregaon Park,Wakad,2025-07-30T22:46:36.409327,9.0,169.03,DR-3346
TRIP-471500,Swargate,Shivajinagar,2025-07-31T14:55:36.421796,8.3,145.98,DR-8491
TRIP-337549,Shivajinagar,Koregaon Park,2025-07-31T03:50:36.435781,11.51,184.31,DR-2405
TRIP-494308,Hinjewadi,Kothrud,2025-07-31T03:30:36.456392,14.81,205.91,DR-1605
TRIP-803147,Swargate,Hinjewadi,2025-07-31T17:19:36.471227,4.28,78.95,DR-4544
TRIP-809263,Shivajinagar,Kothrud,2025-07-31T01:47:36.486697,9.32,143.04,DR-6905
TRIP-153593,Swargate,Viman Nagar,2025-07-31T20:02:36.498029,6.31,112.7,DR-1489
TRIP-641473,Koregaon Park,Baner,2025-07-31T11:03:36.511884,3.81,84.35,DR-3817
TRIP-714410,Shivajinagar,Wakad,2025-07-31T16:30:36.532848,3.44,76.78,DR-3702
TRIP-505368,Viman Nagar,Shivajinagar,2025-07-31T17:54:36.546909,12.95,187.37,DR-7721
TRIP-598456,Wakad,Shivajinagar,2025-07-31T04:18:36.567360,12.75,172.73,DR-4217
TRIP-847269,Hinjewadi,Kothrud,2025-07-31T13:21:36.582113,9.79,180.9,DR-4134
TRIP-688708,Wakad,Swargate,2025-07-31T06:43:36.594125,4.82,89.99,DR-7781
TRIP-412272,Hinjewadi,Shivajinagar,2025-07-31T07:27:36.609327,3.59,80.18,DR-6501
TRIP-553245,Wakad,Kothrud,2025-07-31T12:30:36.631952,5.18,96.27,DR-5362
TRIP-963329,Wakad,Baner,2025-07-31T00:23:36.644855,12.18,168.25,DR-8238
TRIP-316738,Swargate,Koregaon Park,2025-07-31T05:47:36.662129,11.08,181.01,DR-5040
TRIP-825621,Kothrud,Shivajinagar,2025-07-31T06:23:36.678607,5.47,115.91,DR-8580
TRIP-820564,Shivajinagar,Kothrud,2025-07-31T00:03:36.692248,13.49,176.39,DR-5328
TRIP-366284,Baner,Koregaon Park,2025-07-31T01:51:36.710393,12.4,171.86,DR-1309
TRIP-998935,Baner,Hinjewadi,2025-07-31T18:52:36.727069,10.31,138.64,DR-6247
TRIP-418058,Kothrud,Hinjewadi,2025-07-31T20:25:36.747798,5.13,88.54,DR-5076
TRIP-696578,Hinjewadi,Kothrud,2025-07-31T03:38:36.761897,10.35,175.79,DR-8872
TRIP-988228,Kothrud,Viman Nagar,2025-07-30T22:01:36.782496,13.64,217.91,DR-8824
TRIP-453215,Hinjewadi,Baner,2025-07-31T15:30:36.797456,5.0,95.37,DR-7725
TRIP-939260,Hinjewadi,Koregaon Park,2025-07-31T09:45:36.810231,11.1,160.59,DR-7605
TRIP-681834,Kothrud,Koregaon Park,2025-07-31T14:57:36.824544,13.98,236.94,DR-5897
TRIP-630986,Swargate,Baner,2025-07-31T06:12:36.848542,9.56,146.22,DR-7142
TRIP-153288,Kothrud,Koregaon Park,2025-07-31T03:04:36.860280,11.45,188.76,DR-1348
TRIP-102132,Shivajinagar,Kothrud,2025-07-31T13:49:36.877433,14.35,246.17,DR-4744
TRIP-967344,Koregaon Park,Viman Nagar,2025-07-31T13:39:36.902023,3.47,84.18,DR-1297
TRIP-450096,Baner,Swargate,2025-07-31T14:55:36.914332,9.64,161.34,DR-6107
TRIP-769513,Viman Nagar,Koregaon Park,2025-07-31T09:29:36.928127,8.94,152.96,DR-5841
TRIP-949164,Wakad,Viman Nagar,2025-07-30T21:08:36.942297,12.73,169.18,DR-7327
TRIP-284103,Kothrud,Shivajinagar,2025-07-31T10:29:36.967339,13.28,221.07,DR-1762
TRIP-975752,Wakad,Shivajinagar,2025-07-31T17:33:36.977887,5.86,102.54,DR-6281
TRIP-356407,Wakad,Kothrud,2025-07-30T22:38:36.990618,13.47,214.89,DR-3862
TRIP-342332,Swargate,Koregaon Park,2025-07-31T19:13:37.004710,13.09,183.81,DR-8414
TRIP-762571,Wakad,Hinjewadi,2025-07-31T10:15:37.025379,7.41,124.0,DR-1526
TRIP-718473,Kothrud,Wakad,2025-07-31T18:59:37.040702,8.41,158.89,DR-9039
TRIP-939989,Baner,Shivajinagar,2025-07-31T13:20:37.053097,3.74,72.64,DR-6028
TRIP-387704,Viman Nagar,Shivajinagar,2025-07-31T10:33:37.067125,4.69,98.96,DR-6186
TRIP-218531,Wakad,Viman Nagar,2025-07-31T04:24:37.087879,6.75,105.31,DR-6786
TRIP-569028,Koregaon Park,Hinjewadi,2025-07-31T01:59:37.103033,4.39,94.17,DR-4089
TRIP-597137,Swargate,Hinjewadi,2025-07-30T23:45:37.115458,8.93,134.79,DR-8044
TRIP-107461,Hinjewadi,Wakad,2025-07-31T05:27:37.129597,12.49,210.4,DR-5170
TRIP-930092,Hinjewadi,Viman Nagar,2025-07-31T03:38:37.143311,13.78,218.61,DR-6493
TRIP-855090,Shivajinagar,Viman Nagar,2025-07-31T02:08:37.164090,10.61,188.24,DR-9307
TRIP-920015,Shivajinagar,Kothrud,2025-07-31T14:32:37.178219,7.87,115.24,DR-9296
TRIP-762540,Swargate,Wakad,2025-07-31T11:19:37.198732,14.78,221.56,DR-2845
TRIP-342002,Wakad,Baner,2025-07-31T09:35:37.214317,3.19,68.66,DR-6313
TRIP-310015,Hinjewadi,Baner,2025-07-31T01:11:37.226611,7.09,110.56,DR-8426
TRIP-297813,Viman Nagar,Kothrud,2025-07-31T17:30:37.240593,4.6,97.13,DR-8436
TRIP-715764,Kothrud,Shivajinagar,2025-07-31T11:37:37.261147,11.95,154.52,DR-6446
TRIP-923474,Kothrud,Swargate,2025-07-31T11:44:37.276272,13.14,181.69,DR-9117
TRIP-726995,Shivajinagar,Baner,2025-07-31T03:13:37.288928,10.58,152.3,DR-6044
TRIP-758793,Viman Nagar,Wakad,2025-07-31T10:40:37.303091,12.24,211.68,DR-5709
TRIP-973280,Wakad,Shivajinagar,2025-07-31T09:31:37.323576,4.27,77.71,DR-1142
TRIP-560696,Kothrud,Baner,2025-07-31T20:09:37.338571,14.75,211.86,DR-6363
TRIP-543746,Wakad,Kothrud,2025-07-31T15:19:37.351374,7.87,147.57,DR-2486
TRIP-964378,Viman Nagar,Baner,2025-07-31T19:04:37.365250,11.06,153.98,DR-4507
TRIP-188678,Shivajinagar,Kothrud,2025-07-31T20:09:37.379172,11.25,178.86,DR-2074
TRIP-326018,Shivajinagar,Kothrud,2025-07-30T23:23:37.407821,12.84,190.39,DR-3794
TRIP-139767,Kothrud,Shivajinagar,2025-07-31T01:16:37.429921,10.62,148.56,DR-9709
TRIP-144737,Baner,Kothrud,2025-07-31T02:18:37.441591,9.71,151.54,DR-9817
TRIP-221058,Viman Nagar,Wakad,2025-07-31T03:24:37.455527,11.75,189.27,DR-5673
TRIP-195103,Shivajinagar,Swargate,2025-07-30T21:35:37.469244,10.49,170.86,DR-3929
TRIP-444226,Wakad,Shivajinagar,2025-07-31T14:48:37.483427,10.81,164.35,DR-1547
TRIP-555234,Swargate,Viman Nagar,2025-07-30T23:45:37.496996,11.24,184.66,DR-9993
TRIP-114901,Swargate,Baner,2025-07-31T03:18:37.517852,12.0,174.89,DR-1211
TRIP-934478,Baner,Hinjewadi,2025-07-31T19:31:37.532072,11.72,190.97,DR-2974
TRIP-281756,Swargate,Kothrud,2025-07-31T00:58:37.552583,14.44,185.13,DR-6475
TRIP-990162,Baner,Koregaon Park,2025-07-31T19:16:37.567610,4.41,89.83,DR-5240
TRIP-687207,Kothrud,Wakad,2025-07-31T11:19:37.580277,13.18,205.64,DR-9160
TRIP-594358,Baner,Hinjewadi,2025-07-30T23:03:37.597210,11.86,184.35,DR-3834
TRIP-927448,Swargate,Viman Nagar,2025-07-31T16:05:37.614804,4.38,85.25,DR-9154
TRIP-564086,Wakad,Kothrud,2025-07-31T11:58:37.628797,5.9,111.52,DR-1364
TRIP-753697,Viman Nagar,Hinjewadi,2025-07-31T05:48:37.649725,12.31,172.02,DR-6796
TRIP-335039,Koregaon Park,Shivajinagar,2025-07-31T11:55:37.663582,8.97,141.87,DR-2096
TRIP-154094,Shivajinagar,Hinjewadi,2025-07-31T18:37:37.684327,4.07,84.53,DR-5851
TRIP-735074,Hinjewadi,Baner,2025-07-31T15:56:37.698209,13.57,208.58,DR-5550
TRIP-792943,Shivajinagar,Hinjewadi,2025-07-30T22:48:37.712066,14.06,193.3,DR-1512
TRIP-423927,Shivajinagar,Wakad,2025-07-31T07:28:37.726168,9.75,179.66,DR-4772
TRIP-886928,Kothrud,Viman Nagar,2025-07-31T14:38:37.746753,10.64,151.14,DR-6717
TRIP-296506,Viman Nagar,Hinjewadi,2025-07-31T15:33:37.762113,3.23,82.5,DR-1123
TRIP-264997,Kothrud,Hinjewadi,2025-07-31T01:22:37.774518,6.61,133.72,DR-7355
TRIP-954232,Shivajinagar,Koregaon Park,2025-07-31T05:59:37.788668,7.51,111.62,DR-3285
TRIP-476249,Viman Nagar,Kothrud,2025-07-31T05:19:37.809194,4.21,83.18,DR-8858
TRIP-872005,Hinjewadi,Shivajinagar,2025-07-31T14:24:37.824423,9.38,165.3,DR-2655
TRIP-259055,Koregaon Park,Swargate,2025-07-31T07:54:37.840377,6.75,122.97,DR-3400
TRIP-172778,Swargate,Koregaon Park,2025-07-31T19:10:37.857759,5.63,117.31,DR-1561
TRIP-270663,Shivajinagar,Wakad,2025-07-31T04:19:37.873681,6.48,101.37,DR-3147
TRIP-244300,Hinjewadi,Shivajinagar,2025-07-31T14:25:37.890281,4.47,80.61,DR-4960
TRIP-922640,Kothrud,Shivajinagar,2025-07-31T17:51:37.906309,14.14,207.28,DR-5381
TRIP-148844,Wakad,Viman Nagar,2025-07-30T21:40:37.920331,5.75,119.97,DR-8991
TRIP-218273,Swargate,Hinjewadi,2025-07-31T08:22:37.934497,4.81,105.14,DR-6665
TRIP-752326,Kothrud,Baner,2025-07-31T17:30:37.954917,4.36,91.85,DR-7525
TRIP-111012,Baner,Viman Nagar,2025-07-31T18:59:37.970994,10.46,163.91,DR-9072
TRIP-659862,Wakad,Kothrud,2025-07-31T16:17:37.982633,14.46,185.73,DR-1313
TRIP-265858,Wakad,Baner,2025-07-31T17:11:37.996628,11.7,204.14,DR-8751
TRIP-100530,Baner,Viman Nagar,2025-07-31T15:56:38.010499,10.43,160.63,DR-7104
TRIP-870693,Wakad,Shivajinagar,2025-07-31T04:27:38.024933,10.4,145.1,DR-6185
TRIP-637117,Kothrud,Shivajinagar,2025-07-31T09:18:38.038385,10.09,141.24,DR-2174
TRIP-689359,Koregaon Park,Wakad,2025-07-31T20:22:38.052290,5.63,99.27,DR-1092
TRIP-935179,Kothrud,Koregaon Park,2025-07-31T17:09:38.072811,11.9,166.32,DR-6270
TRIP-263619,Viman Nagar,Wakad,2025-07-31T19:15:38.087568,13.51,178.39,DR-3013
TRIP-273160,Kothrud,Hinjewadi,2025-07-31T17:00:38.100538,7.3,121.96,DR-8659
TRIP-209711,Baner,Swargate,2025-07-30T21:12:38.114600,7.2,126.15,DR-8069
TRIP-796735,Viman Nagar,Baner,2025-07-30T22:24:38.135248,8.46,159.79,DR-7674
TRIP-356204,Kothrud,Koregaon Park,2025-07-31T07:42:38.150761,7.46,135.65,DR-9034
TRIP-554423,Baner,Wakad,2025-07-31T16:02:38.163166,13.27,177.56,DR-3934
TRIP-919582,Kothrud,Swargate,2025-07-31T11:42:38.176927,13.42,181.75,DR-7960
TRIP-558394,Wakad,Shivajinagar,2025-07-31T05:56:38.197655,10.36,154.68,DR-5373
TRIP-196123,Wakad,Hinjewadi,2025-07-31T07:43:38.213336,5.36,96.9,DR-2807
TRIP-345793,Shivajinagar,Wakad,2025-07-31T11:15:38.225433,3.25,76.25,DR-3432
TRIP-950616,Swargate,Wakad,2025-07-31T00:08:38.239610,10.74,165.07,DR-4951
TRIP-847733,Kothrud,Viman Nagar,2025-07-30T22:27:38.253457,7.61,122.45,DR-5646
TRIP-164472,Shivajinagar,Wakad,2025-07-31T16:43:38.273973,7.97,143.81,DR-6462
TRIP-543138,Viman Nagar,Koregaon Park,2025-07-30T22:59:38.289807,15.0,245.8,DR-8372
TRIP-992624,Viman Nagar,Swargate,2025-07-31T06:42:38.313403,5.26,100.51,DR-2707
TRIP-354241,Hinjewadi,Wakad,2025-07-30T21:46:38.329797,9.3,169.69,DR-8509
TRIP-274419,Swargate,Wakad,2025-07-31T16:07:38.343677,3.23,74.6,DR-3301
TRIP-568610,Hinjewadi,Shivajinagar,2025-07-31T08:27:38.357500,3.87,89.53,DR-1256
TRIP-179704,Hinjewadi,Viman Nagar,2025-07-31T01:10:38.371416,7.34,142.33,DR-4383
TRIP-324834,Shivajinagar,Kothrud,2025-07-31T09:56:38.392052,12.27,192.77,DR-4324
TRIP-937557,Shivajinagar,Hinjewadi,2025-07-31T09:29:38.405891,8.22,118.87,DR-6993
TRIP-540881,Baner,Viman Nagar,2025-07-31T08:30:38.419898,13.76,208.07,DR-1859
TRIP-863087,Viman Nagar,Swargate,2025-07-31T12:32:38.435172,7.8,138.35,DR-3269
TRIP-142174,Wakad,Swargate,2025-07-31T06:37:38.454369,10.33,181.84,DR-2545
TRIP-990026,Wakad,Kothrud,2025-07-30T21:44:38.468583,8.46,131.25,DR-1188
TRIP-264036,Viman Nagar,Kothrud,2025-07-31T13:53:38.494051,4.81,98.26,DR-9713
TRIP-559797,Shivajinagar,Baner,2025-07-31T16:16:38.505193,9.29,147.52,DR-2517
TRIP-182920,Kothrud,Swargate,2025-07-30T21:49:38.516776,12.01,185.41,DR-2189
TRIP-598560,Baner,Wakad,2025-07-31T06:35:38.530985,13.1,208.47,DR-5725
TRIP-311084,Koregaon Park,Swargate,2025-07-30T23:58:38.553427,7.76,124.52,DR-1895
TRIP-516099,Shivajinagar,Kothrud,2025-07-30T20:47:38.568223,4.38,95.21,DR-5083
TRIP-728544,Shivajinagar,Hinjewadi,2025-07-31T16:36:38.596784,5.38,90.28,DR-4203
TRIP-260659,Shivajinagar,Baner,2025-07-30T22:45:38.614183,4.58,84.16,DR-4045
TRIP-340276,Kothrud,Baner,2025-07-30T21:30:38.627831,6.46,121.97,DR-8308
TRIP-180005,Baner,Viman Nagar,2025-07-30T23:18:38.641650,10.69,178.57,DR-2529
TRIP-476405,Wakad,Kothrud,2025-07-31T14:12:38.655854,13.8,225.12,DR-8516
TRIP-982516,Wakad,Viman Nagar,2025-07-31T05:16:38.680670,14.49,243.44,DR-3995
TRIP-407297,Koregaon Park,Baner,2025-07-31T12:27:38.691358,13.68,206.35,DR-4731
TRIP-804050,Baner,Shivajinagar,2025-07-30T22:38:38.710050,9.49,164.19,DR-3527
TRIP-855770,Swargate,Kothrud,2025-07-31T04:54:38.735194,5.5,98.23,DR-1276
TRIP-939122,Koregaon Park,Kothrud,2025-07-31T07:26:38.746244,12.27,195.33,DR-3305
TRIP-443768,Koregaon Park,Viman Nagar,2025-07-31T10:44:38.759754,12.16,190.5,DR-8459
TRIP-439671,Hinjewadi,Baner,2025-07-31T12:27:38.773466,7.3,134.37,DR-8486
TRIP-817878,Viman Nagar,Wakad,2025-07-31T16:54:38.787488,11.3,154.86,DR-2778
TRIP-946248,Wakad,Kothrud,2025-07-30T20:52:38.812975,13.52,226.95,DR-9857
TRIP-588055,Koregaon Park,Baner,2025-07-31T13:03:38.823873,12.41,201.88,DR-3585
TRIP-834918,Shivajinagar,Hinjewadi,2025-07-31T04:54:38.839010,6.64,106.36,DR-1918
TRIP-288756,Hinjewadi,Kothrud,2025-07-31T05:54:38.854461,3.82,82.28,DR-5729
TRIP-113162,Kothrud,Swargate,2025-07-31T12:34:38.870879,4.11,92.17,DR-8582
TRIP-102576,Koregaon Park,Wakad,2025-07-31T16:08:38.884464,3.79,74.39,DR-4167
TRIP-252019,Shivajinagar,Koregaon Park,2025-07-31T10:39:38.898442,11.12,181.61,DR-3658
TRIP-623130,Hinjewadi,Swargate,2025-07-31T00:06:38.914187,11.63,180.87,DR-3667
TRIP-224557,Baner,Hinjewadi,2025-07-31T12:08:38.928976,5.24,112.73,DR-4913
TRIP-290398,Wakad,Swargate,2025-07-31T06:38:38.940081,5.9,112.45,DR-2785
TRIP-921852,Kothrud,Viman Nagar,2025-07-31T15:40:38.953925,7.53,114.52,DR-5863
TRIP-862665,Viman Nagar,Kothrud,2025-07-31T17:28:38.968073,8.47,151.41,DR-7764
TRIP-116222,Baner,Viman Nagar,2025-07-31T18:16:38.988567,6.93,121.98,DR-3351
TRIP-653786,Kothrud,Viman Nagar,2025-07-31T15:46:39.004419,3.4,73.16,DR-9695
TRIP-392288,Kothrud,Viman Nagar,2025-07-31T07:44:39.017542,8.36,136.64,DR-1650
TRIP-303781,Wakad,Hinjewadi,2025-07-31T02:19:39.030721,12.36,213.51,DR-5717
TRIP-665706,Kothrud,Hinjewadi,2025-07-31T05:30:39.040857,8.86,163.83,DR-7685
TRIP-401301,Baner,Kothrud,2025-07-31T01:21:39.051533,7.12,138.16,DR-2407
TRIP-502289,Hinjewadi,Swargate,2025-07-31T19:15:39.072646,13.85,220.23,DR-3029
TRIP-370570,Baner,Swargate,2025-07-30T21:46:39.085613,4.34,89.65,DR-6343
TRIP-363162,Hinjewadi,Kothrud,2025-07-31T18:53:39.098861,10.99,195.28,DR-9869
TRIP-244392,Shivajinagar,Kothrud,2025-07-31T09:23:39.114406,10.3,167.31,DR-4551
TRIP-226946,Kothrud,Koregaon Park,2025-07-31T00:21:39.125143,8.4,138.65,DR-4729
TRIP-474856,Wakad,Hinjewadi,2025-07-31T18:57:39.136751,13.63,186.33,DR-9276
TRIP-189396,Swargate,Koregaon Park,2025-07-31T03:11:39.148629,4.5,82.23,DR-8619
TRIP-478798,Kothrud,Viman Nagar,2025-07-30T21:39:39.163400,7.6,143.61,DR-2062
TRIP-915144,Wakad,Shivajinagar,2025-07-31T12:08:39.176468,13.94,192.25,DR-6336
TRIP-670911,Swargate,Kothrud,2025-07-31T02:52:39.201184,3.46,71.92,DR-1454
TRIP-133077,Shivajinagar,Swargate,2025-07-31T15:29:39.213561,3.03,79.58,DR-5303
TRIP-291893,Wakad,Shivajinagar,2025-07-31T19:12:39.226264,12.69,172.5,DR-8904
TRIP-885589,Shivajinagar,Kothrud,2025-07-31T11:40:39.240554,6.57,127.68,DR-1922
TRIP-832918,Wakad,Hinjewadi,2025-07-31T03:35:39.254298,5.1,99.44,DR-3451
TRIP-192053,Swargate,Koregaon Park,2025-07-30T23:25:39.275848,8.89,150.5,DR-7378
TRIP-626464,Shivajinagar,Viman Nagar,2025-07-31T01:25:39.288731,11.51,170.37,DR-1380
TRIP-147162,Shivajinagar,Wakad,2025-07-30T20:50:39.303280,7.64,130.05,DR-5697
TRIP-724776,Shivajinagar,Koregaon Park,2025-07-31T00:01:39.314418,14.69,252.24,DR-2546
TRIP-304321,Koregaon Park,Swargate,2025-07-31T15:12:39.330513,11.64,197.75,DR-2918
TRIP-627738,Shivajinagar,Wakad,2025-07-31T05:14:39.344169,12.89,211.57,DR-7794
TRIP-615110,Viman Nagar,Kothrud,2025-07-31T06:55:39.357856,11.28,203.19,DR-2721
TRIP-215884,Kothrud,Koregaon Park,2025-07-31T07:17:39.369329,12.41,182.95,DR-1209
TRIP-365032,Swargate,Koregaon Park,2025-07-31T08:01:39.382602,4.28,89.37,DR-7661
TRIP-666304,Shivajinagar,Swargate,2025-07-31T16:00:39.399250,5.89,109.13,DR-8480
TRIP-992904,Shivajinagar,Baner,2025-07-31T10:43:39.409778,10.39,161.67,DR-5501
TRIP-774865,Hinjewadi,Kothrud,2025-07-31T11:22:39.421026,8.42,128.86,DR-2189
TRIP-341532,Viman Nagar,Shivajinagar,2025-07-31T16:34:39.441208,9.71,167.56,DR-1550
TRIP-225342,Swargate,Viman Nagar,2025-07-31T14:42:39.454793,6.05,123.88,DR-2355
TRIP-533832,Koregaon Park,Wakad,2025-07-31T11:15:39.467172,5.51,113.35,DR-9587
TRIP-801200,Wakad,Hinjewadi,2025-07-31T04:29:39.477647,11.94,203.84,DR-2055
TRIP-800005,Swargate,Wakad,2025-07-31T09:06:39.497813,4.09,76.87,DR-1189
TRIP-715391,Koregaon Park,Shivajinagar,2025-07-31T08:43:39.510367,13.61,234.66,DR-3523
TRIP-814588,Baner,Hinjewadi,2025-07-31T18:12:39.523913,13.48,176.93,DR-2379
TRIP-975299,Wakad,Kothrud,2025-07-30T22:40:39.544914,3.43,71.86,DR-9197
TRIP-780712,Shivajinagar,Viman Nagar,2025-07-31T07:29:39.557734,8.34,147.8,DR-4043
TRIP-695795,Koregaon Park,Swargate,2025-07-30T21:42:39.572288,9.17,171.64,DR-1506
TRIP-665839,Koregaon Park,Hinjewadi,2025-07-31T03:19:39.586139,8.58,134.41,DR-1452
TRIP-636935,Kothrud,Wakad,2025-07-30T23:32:39.606026,12.15,205.91,DR-9353
TRIP-210195,Hinjewadi,Kothrud,2025-07-31T17:47:39.624083,7.29,114.87,DR-1231
TRIP-900108,Wakad,Hinjewadi,2025-07-30T23:17:39.648539,13.31,230.97,DR-9600
TRIP-633427,Wakad,Hinjewadi,2025-07-31T00:01:39.672059,8.4,136.47,DR-3974
TRIP-950124,Koregaon Park,Baner,2025-07-31T03:08:39.690494,7.58,129.03,DR-7630
TRIP-881223,Kothrud,Hinjewadi,2025-07-31T19:25:39.706370,6.42,120.95,DR-4027
TRIP-729266,Baner,Wakad,2025-07-31T05:21:39.718463,13.69,179.58,DR-7948
TRIP-586269,Hinjewadi,Baner,2025-07-31T20:25:39.732429,8.33,125.22,DR-3992
TRIP-727204,Kothrud,Swargate,2025-07-31T11:09:39.746142,7.54,128.28,DR-1599
TRIP-856628,Swargate,Hinjewadi,2025-07-31T01:43:39.768568,10.45,162.48,DR-5579
TRIP-403812,Kothrud,Koregaon Park,2025-07-30T23:35:39.792035,4.54,94.65,DR-4742
TRIP-245802,Shivajinagar,Hinjewadi,2025-07-30T22:46:39.807162,12.77,206.82,DR-7521
TRIP-733248,Viman Nagar,Baner,2025-07-31T00:09:39.828650,3.44,79.81,DR-4498
TRIP-260017,Hinjewadi,Kothrud,2025-07-30T21:35:39.842578,8.14,153.53,DR-6018
TRIP-877587,Hinjewadi,Shivajinagar,2025-07-31T08:01:39.856730,8.13,130.16,DR-6964
TRIP-994401,Koregaon Park,Baner,2025-07-31T03:01:39.871020,12.57,208.31,DR-7116
TRIP-152494,Wakad,Hinjewadi,2025-07-31T12:06:39.897607,6.91,136.09,DR-2069
